file_path,file_category,current_role,status,correctness_status,content_freshness,dead_or_misleading_content,action_recommendation,notes
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/Iteration_2_Implementation_Report_2026-04-01_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/Iteration_3_Final_Consensus_2026-04-01_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/Iteration_3_Implementation_Report_2026-04-01_Codex.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/__init__.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/dataset_bounded_preparation.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/dataset_sources.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/datasets.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/figure15_overlay_speedup_analogue.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/goal22_generate_reproduction_artifacts.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/goal22_reproduction_test.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/goal_22_rayjoin_gap_closure.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/paper_reproduction.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/rayjoin_artifacts.py,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
history/revisions/2026-04-01-goal-22-rayjoin-gap-closure/project_snapshot/rayjoin_public_dataset_sources.md,history,historical_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
